"","GSM944836","GSM944850","GSM944857","GSM944843","GSM944854","GSM944847","GSM944833","GSM944840","GSM944835","GSM944849","GSM944863","GSM944842","GSM944845","GSM944838","GSM944859","GSM944831","GSM944865","GSM944837","GSM944858","GSM944851","GSM944862","GSM944855","GSM944841","GSM944834"
"1415897_a_at",11.0012226351827,11.1281823964798,11.8657146756937,11.6801818730973,9.23607615349068,9.65270776058266,9.01298601640598,9.50739381367853,10.443591311111,11.5000777057247,12.6358966071089,12.8242174212971,9.45506896707944,9.84902645447791,9.65404838306564,9.13788835450631,11.447899558945,11.1597468902889,10.7133872155139,11.2345426431715,9.32182618523773,10.9577009796159,10.2767672994008,9.20666366313355
"1415899_at",8.02177195375947,8.52127070069701,8.42174487510551,8.98047718689258,7.91443086167911,8.04523507185972,7.58257191869104,7.90247092424612,9.19801893263896,8.20588374039679,9.16733024483359,9.74333873680997,8.26580730543593,7.77445326098947,8.43310490641481,7.85007070528418,8.29305415077603,8.4344271775561,8.37122928757128,8.65134866035287,8.07330904760431,8.27445474631242,8.00842496902353,7.88759403454726
"1415901_at",8.47126922974683,8.84300296442675,9.18108429418526,9.04831084451057,8.13562194966037,8.24614367653974,7.895456502139,8.1644846863376,7.77645858334073,8.71867877589832,8.90380565382238,9.02201916025176,8.14982517508576,7.75663310096135,8.09426159426355,7.76908506321315,8.70313645841404,9.11796601074259,8.24432749809019,8.79446105899578,7.97055881194578,8.31689487402856,8.10155650503357,7.78131794158523
"1415904_at",7.21026509437861,8.13843214975454,8.55394455498738,8.00351424660594,6.83076625896745,7.32882808429692,7.00808612965079,6.88418333086987,7.40909422990727,7.98001039328168,8.29632140185364,6.92617586077528,6.95058755738903,6.96403139166308,7.24906442913004,6.79937119506312,7.25122545565851,8.18446931638611,6.75949403200089,7.82001020533707,7.30583167131966,7.3262903586507,7.41448869611201,7.35353682438071
"1415907_at",10.7411197910302,10.8137553383733,10.8816404356541,10.8353359284916,10.3689904371178,10.1194702756641,10.436634985992,10.2812539730795,10.7288796803828,10.8728988451713,11.2170438935931,11.3788335789162,9.92061927998676,9.92095892860493,10.0035169957338,9.88041284901843,10.9166944400782,10.6400027047081,10.8363957922197,10.8463856006273,9.89110623569503,10.2774552621379,10.142852757401,10.344689508141
"1415912_a_at",10.8515529913081,11.2319521710855,10.8411280663248,10.9430685407581,11.7180778484983,11.7818004472172,11.9882737428118,11.5016295618279,11.5638059940484,11.0386313543213,10.7845164202226,11.163750335169,11.7000993025548,11.5197792448695,11.8911679813727,11.8640439225237,11.0474504650904,11.1113965872688,11.0873860735999,10.8555238923631,11.6441933528776,11.9519471044147,12.0932892197462,11.8121011591889
"1415913_at",5.44186563716617,5.88894906695161,5.45509968227631,5.76874495111049,6.79981280694616,6.3305016848056,6.37452278436096,6.20949354394952,5.7485166620358,5.69912159276932,6.08292509876326,5.74299316651697,6.63818061130855,6.16188814331687,6.58700700267251,6.34627092309266,5.49398394565982,5.55847846750844,5.89694270674578,5.64723270902068,6.13434534729249,6.64005353447541,6.51795113763575,6.12121628288558
"1415922_s_at",9.07201938998196,9.5115476477009,9.55921438348935,11.2179531632485,8.08613276353861,8.03123275391017,7.68446256872597,7.89476038025846,9.505065898673,9.4715155801601,11.584940197179,11.7568887349371,7.97163156350421,7.96332020550698,8.13324225606536,7.76226721928704,9.00488857027198,9.41897835729375,8.56464742529419,9.70608712764623,8.02670238060666,8.2238226532016,8.29899388657209,7.72100462191173
"1415936_at",7.17944200064358,6.92455541262053,7.3923138687128,7.33688584278828,8.25668946776071,8.82052007291072,8.65650828167591,7.78277142084293,6.2689099162119,6.82645381498835,7.06695024745942,7.00315035850169,8.69405280655737,8.40747243392613,8.88811511092596,8.8852493818216,7.20316149671061,7.08332040405002,6.98011418230172,6.90188502825917,8.11530087955479,8.94049283971568,8.92264544803589,7.84200009685553
"1415943_at",6.19310804147128,6.02426780715915,6.79775031341727,5.95343566506389,6.22684029272645,6.52420507887563,6.67667005745876,6.3485873284148,8.25710611443087,6.50813793884473,6.32685249252691,6.01593414398458,6.5865432490322,6.76044252629654,6.50258217302168,6.71472440861094,6.01261794720918,6.4097953807921,5.99429127859099,6.14399417008144,6.4626544135229,6.84943275712293,6.62536485585274,6.5679461993505
"1415960_at",5.75220653780939,5.367161460927,5.52296575006929,5.56145891873968,5.07756137491794,5.12450477565406,5.23911960106419,5.58675238567813,7.24785020401519,5.39223019313554,5.6392586596274,5.68315704942153,5.46442573669919,5.51873836521888,5.11205518143065,5.09120289228587,5.65416588318782,5.69240855837656,6.11729390287004,5.64418154443442,5.29436665308159,5.27146835436126,5.33608231575006,5.20418386664979
"1415964_at",8.68635233279598,8.96334955242468,9.20438424276811,8.74825949806688,10.3376739556778,10.620906498547,10.7320608505697,10.1403322178816,8.38948235770237,8.11058865373403,8.08863716822728,8.18652482137685,10.6595365610489,10.4835782662084,10.9934612203047,10.9091729073287,8.62684735625241,8.94503323212564,8.27843719820117,8.88654754249752,10.5121962350151,11.047399732876,11.0152035937549,10.252868580204
"1415965_at",5.22607563208607,5.15311831334529,5.22106385403889,5.31518737160234,6.12888189441569,6.09006919168356,5.92532605357733,5.855814870405,5.04412622806196,5.17207619502306,4.88914968697864,5.09436861131799,5.73924910637423,5.95659703535824,6.0804951512869,6.26497213265185,5.21818948190714,5.31693366069316,5.3324829239877,5.41263758845475,5.88341033209345,6.25419455164304,6.1156315018265,5.90985072722213
"1415971_at",9.79864118932225,9.895699888606,9.73103150908885,10.6628647058023,9.29854190327008,9.54136945752646,9.15451151887729,9.19592726509807,9.8415377888054,9.81249892542402,10.916071417293,11.4382850098914,9.31995283889519,8.71528847693232,9.06075867052472,9.04223635125036,10.1552486466036,9.98669555010992,9.67189474983001,10.321056480635,8.81064350671265,9.52405049343412,9.42314574245402,9.11485026511198
"1415972_at",8.54212593207056,8.63975245360755,8.34579851006951,9.52845494971371,8.28696687011485,8.53524833883883,7.96947838390227,7.97714977234194,8.67771191272737,8.51766682153283,9.60265135741976,10.1933188948821,8.24100755769314,7.49041150141216,7.87705006340672,7.96671910989505,8.8101678420721,8.81441620364713,8.28646215211295,8.97956796451227,7.62998580251668,8.40767840988667,8.24999458498011,7.73922223805392
"1415973_at",8.47836048484782,8.41571150262735,8.37559272227845,9.2887245212552,8.35940226711744,8.88804522523388,8.36624102832779,8.45780260437537,9.17861654645165,8.43005765797402,9.29693074421163,10.0985125885165,8.50261584057324,7.95787458475788,8.38821406212026,8.36471140861001,8.68673672564255,8.83686203159132,8.50030686429321,8.9077994543873,8.07299080374536,8.88315053092952,8.73298360250947,8.43186552587354
"1415983_at",11.5758679056373,11.8090909939318,11.8910456028006,12.1695455834017,11.2848080581533,11.564288137681,11.3343618547464,11.1651923253094,11.1341752069242,11.9445034611312,12.7285475187926,12.9066448662571,11.2542901200353,11.1151074719766,11.4662492549015,11.2906508186641,11.9694105143799,11.9050163391185,11.2925155094468,11.8378171410099,11.0939459942852,11.7079645482946,11.6097729037619,11.1459410928967
"1415985_at",8.39606872557092,8.51766682153283,8.15395288382957,8.32080583748875,9.11839219736875,9.25112107943871,8.95557018174712,9.04359281303138,8.8762507403474,8.3515311881315,8.36932028399323,8.21733587292564,9.09824706242312,8.93489491770811,9.21848618206162,9.12349990676316,8.1609039017933,8.5122525633326,8.24206331612123,8.2971780054453,8.99133663422656,9.440072996584,9.48486352940273,9.00632281326061
"1415994_at",6.85803324729724,5.98362853295407,9.37327158603152,6.9441971256354,5.59954902108217,5.33749793859958,5.30205022891379,5.86059655727757,5.66748773775732,6.35929223957214,5.70699256479374,5.58448517125791,5.64120742383907,7.89228586393353,8.63994123196428,6.40955000968914,6.80359565303887,5.82910878180593,5.72738293097106,5.65271170121231,5.78542527680811,10.2212842298241,9.46582012538553,6.17492302537489
"1415996_at",9.1173910454418,9.32802489107243,9.16302891878358,9.57679801081727,10.2115893519884,10.3867238870873,10.2824634254826,10.1448684311642,11.1836620428909,9.13373410461524,10.1096309392905,10.3110906301699,10.0503140048471,10.0652169639089,10.1112092455152,10.3948549695197,9.36840838582831,9.24876212540071,10.3520323435903,9.45881724747898,10.1340731627575,10.6280688385934,10.6889802184638,10.330405940102
"1415997_at",7.2718028029577,7.24113431103185,7.24637222884854,7.71266475891652,7.92713656296549,8.06916124222275,7.7673640370686,7.983115689858,8.93821679684177,7.32221430625996,7.76438574367153,8.11898629973984,8.0575472428993,8.0681489393012,7.88670873905235,8.12387423392938,7.17227802223117,7.69700435932516,8.08918942682106,7.60362150868798,7.47195863668358,8.25140994162358,8.28415198328668,8.2693184707277
"1416007_at",8.49930950232985,8.50642330996359,8.12471637032079,8.39515423001784,10.1121875176043,10.4001575147071,10.0489967649736,9.84091551050566,10.1256297927545,8.24239508335926,8.70576539738853,9.00597352686941,10.13732216524,10.137360857997,10.2324201452487,10.0975033987644,8.46608294820709,8.39617128796085,9.35753514044862,8.25408789061768,10.0391616688913,10.3637922105849,10.6428473690894,10.2820205662426
"1416008_at",8.60596928535896,8.5353301334119,8.06322996182743,8.54466450240451,10.3608473367641,10.3714774077375,10.0642290583294,9.95537187025173,10.285223320731,8.39721397431148,8.85559820250873,9.06462874913061,10.1820561521156,10.1717236635236,10.4019276215213,10.1748701504672,8.61967611235566,8.45071040169903,9.43857935590898,8.45879938185044,10.0713819385085,10.2923106931706,10.6457366075544,10.1345401909122
"1416010_a_at",7.45609086146364,8.02647954819591,8.1308154597304,8.43587370872185,7.28770735718063,7.06801259723239,6.90228148148358,6.942762509578,8.26091646712851,8.17389536282966,8.79056828171593,9.1161674633674,7.25953926246235,7.08423366932277,7.04623428482528,7.27595828366702,7.9840978507716,7.94538008178657,7.51009964069331,8.00655618806753,7.18627425980096,7.39071189714193,7.25344741017983,7.29592870985129
"1416011_x_at",8.92608775090279,9.38288511928496,9.60995716431096,9.92298904677483,8.70833360577484,8.61240538966576,8.66472095551668,8.696095902941,9.76136856360202,9.59690427461061,9.94497554903696,10.4009010213694,8.58898951979855,8.70771636075687,8.51668238095668,8.45282022406337,9.4012585091788,9.60494968426193,9.05925265797139,9.49529099991195,8.39513182160704,8.80049339077438,8.38567986905962,8.72978175794527
"1416015_s_at",6.44003817635129,5.42199127755441,7.02645105950538,6.56833951778285,6.9245380583623,6.87027133857707,7.18729712488248,6.70730706842914,7.6196713788268,6.06861774887695,6.34644739505386,6.18457767286373,6.93839799757906,6.97908608058412,7.38074614457179,7.29920204594047,6.18089762480203,6.90892970998863,6.29928640474472,6.42873685941102,7.07662107544514,7.642752628769,7.31994001826936,7.17506276766594
"1416016_at",8.69797150194049,8.81585073175653,8.54736461259884,9.01779253456331,8.46298086203822,8.09498162681445,7.99844998822037,8.13356702581863,9.02054060343167,8.56768070418364,9.29987428577751,9.73123640913619,8.12643604164454,8.07449694641969,8.20497543989411,8.30661581814779,8.00916486157377,8.77118036268974,7.85566696512268,8.66565617094602,8.24192232068865,8.18052756508862,8.25443506792529,8.10601418705358
"1416021_a_at",7.30692378699415,7.34807221607411,8.03655827559459,8.3895716675597,6.66507789582035,6.44670828340685,6.29154654523352,6.65248490790045,9.42976286039657,7.45497929828808,8.34008685971798,8.23175549198941,6.4445382605621,6.3941645136906,6.58665050846625,6.38305192155468,7.73475106840976,7.57251272988306,7.94909085201109,7.63510873837482,6.37350284355752,7.05074405925923,6.54193910360466,6.87384518787217
"1416022_at",6.57204374958092,6.85226125907205,7.20158116212961,7.23663243617984,6.29614255679927,5.83873056700832,5.74923279722086,5.89646790334742,8.27661482983843,6.8875816909597,7.42056376857275,7.09230979719986,5.82724073914908,5.83040642991512,5.93595789415116,5.77412584003807,6.88975919242375,6.4341036665794,7.05907885050534,6.84808182147934,5.93711867073494,6.29759888411263,6.07365095942491,6.07792156538819
"1416025_at",7.80850324924807,5.41308084533313,11.7485351538525,8.3941025746454,5.49078381488443,4.83716174411192,5.15295742158227,5.32621778341954,5.78417636542872,8.73744193054257,5.46739142551127,4.83005594573711,5.3158976392481,8.32997711616155,6.63684851435951,5.09178404604984,9.08339139673705,6.56690742809116,5.51685159106354,6.13857900941404,5.24998597206245,9.44487007640885,7.80735072268352,5.63106964158004
"1416046_a_at",5.9948948724818,5.78474011829497,6.21558800200545,6.70938112269884,5.50359830611749,5.71803235218013,5.32811950013873,5.48976903972788,5.7758293939963,6.21969099513644,7.06859933324781,6.92568157423991,5.45287912200062,5.1542147026807,5.69089805634923,5.5523534555476,6.24272271304413,6.52184459794993,6.24868194735417,6.33359853898717,5.32495758065102,6.11013478310354,5.71860546877487,5.63394746666236
"1416065_a_at",7.2822904310778,7.6007908044627,7.2234348752765,7.30854120001181,9.04971623538807,9.05245325315344,8.58628474105864,8.50999756507621,7.740129198229,7.03132207984689,7.19921887967377,7.32840060064016,9.09106692856157,8.63760768669002,9.11146093311321,8.84397647087115,7.39659919862848,7.34804591575914,7.71109235951643,7.30278257824457,8.7955463952431,9.17934761185144,9.12224470719465,8.92057503839342
"1416071_at",7.14909249875014,7.14510588086473,7.08102514445328,7.11221868031296,7.74783904567909,7.8779386689639,7.85174496929592,7.6646329651435,7.87931330345191,6.97648964444971,7.08813225816411,6.84520135046125,7.84341022949599,7.79088722812715,7.74200458953541,7.89819265056533,6.81585893005164,7.31460418792957,7.04817695296906,7.07968493563587,7.62802420039072,7.89786703985465,8.08631472850523,7.93344092801561
"1416082_at",10.4360355992056,10.5997859712395,10.7555177254672,11.0049952076872,10.0798244349775,10.2364628596138,10.2048383178951,9.96117604437726,11.2398299763814,10.6734373321804,11.3702425301096,11.3484613550156,10.0734202897601,9.90146763345683,10.0468274793749,10.0036318819006,10.7945424669259,10.8786520403654,10.7458502887116,10.7962960613044,9.90089242041195,10.5497351667154,10.2983914712815,10.0754747114368
"1416105_at",7.14292405529749,7.18248324297103,7.6183978036357,7.40855850289377,7.86667262675876,8.2483886524427,8.02490517490265,7.73024099685286,6.52746688248539,7.35435792384369,7.57662689297936,7.555160233839,7.9167207498884,8.04192314574132,7.99222657067181,8.28040008233132,7.46672927404933,7.46141341628842,7.20881882847635,7.22146824413274,7.7029151211766,8.41089165204035,8.38954792781757,7.97371158533589
"1416106_at",6.65314881796341,6.83089491688439,6.56296553269465,6.68202125263712,7.57681535194405,7.76114506616781,7.32692221689646,7.22902797853297,7.40292844821542,6.37411060067347,6.98125903575068,6.51760486063177,7.37654763443999,7.45017486812156,7.58422850639011,7.48566108291412,6.61203559625059,7.02202686714767,6.52777034619637,6.70679400757829,7.36913158731981,7.77119316286833,7.88238787065009,7.3787808312655
"1416107_at",7.57131497200166,7.37336144713775,7.07789050215566,7.65653760216517,9.47187426685411,9.37440581761267,9.04970778717696,9.04329514790152,7.77643433714226,6.98043176473245,7.26997313467683,7.43705304073461,9.15191388704335,9.34032075923452,9.36677611375744,9.23762066850069,7.22378716527033,7.20673835609404,8.35477320754679,7.18688430922583,9.05465697365603,9.44052180229659,9.52401606760217,9.37303628031186
"1416109_at",9.00232717917276,9.58613053279221,9.31763648304729,9.61502435486664,8.83056191525811,9.1285286570102,8.81149203751582,8.60377844913979,8.89858017851923,9.43583196921571,9.84175986169905,9.97754912849425,8.79495191378809,8.43757022341309,9.06879231429665,8.71018804329309,9.15407804784487,9.59863240572671,9.01067855298508,9.47525110789837,8.83928401761757,9.51496150076957,9.25976197004062,8.77458408541743
"1416111_at",6.45198220424811,6.73340138624755,6.36829080057607,6.07373746023938,8.05607260950387,8.58006832483928,8.36180745663305,7.88582845879346,6.35007098492241,5.76341596014435,6.05325295103774,6.31396034050185,8.64415780839452,8.19739130807845,8.58140247351733,8.87386451971028,6.05621355819201,6.42432535491659,6.05916810413964,6.4817231839731,8.39528692158338,8.86044645565705,8.80383982613949,8.15582671165318
"1416119_at",11.6104362320712,11.8817226054818,11.9101193361931,12.2037114656093,10.5913447487179,10.524398236289,10.5396363993484,10.5078147582039,11.6393807657886,11.9235252387915,12.8862532873015,13.020800371343,10.3989129269095,10.3160502427209,10.3125945825051,10.3382215987769,11.7089757994214,11.9227080341212,11.1469659495517,11.627987450686,10.4507289128018,10.9639477301207,10.833197409821,10.5354338014607
"1416123_at",5.74668466998531,5.81922706291532,5.45429305840351,5.64998327184215,6.20293650953498,5.86292777962002,5.74873379380829,5.82996668675782,6.11668115499575,6.2458009376432,6.39880088239026,5.62620898566916,5.65597634492481,5.8674719653445,6.00114165326953,5.55375264273811,5.56068919115268,5.74982012157801,4.6697936027559,5.34747893288435,5.82281373941438,6.64744905354515,6.33434654123997,5.87953543926934
"1416125_at",8.05713935883836,8.3914906408557,9.07173549629061,8.26587510870429,8.81294078555081,7.86903479120445,7.56848857634174,7.89597826035764,10.4253153883713,9.69940564677306,9.93645295287323,10.003097378774,7.40928758352784,8.32369202458943,7.61022649958145,7.60541862832089,9.61836084702295,8.61730679436779,10.2939090771686,8.73806943365789,7.84671138339318,8.03942483928182,7.83400296231028,8.32173179683112
"1416129_at",5.83162707790525,5.81452950234697,8.70778824582082,6.20873885181384,5.58717454954188,5.57320773715126,5.04092534363243,5.37998487259077,5.63319846725629,5.83448019249801,5.62663633731214,5.43405949894323,5.34669987412283,6.49875536045688,5.67864518294823,5.34589723100402,6.29806708875409,5.6913219296263,5.41938076982014,5.63290919874011,5.44467794829548,7.48991737384759,5.93387115429368,5.11468840693898
"1416135_at",6.7118859507418,7.04557746149253,6.90235756900812,6.67331231798518,7.40823455950546,7.44850686837033,7.31604647408306,7.22403480096307,7.30152122462577,6.66448573157506,6.61776397876542,6.3942188135289,7.34792006132993,7.2804799850054,7.5585028726304,7.37226502431054,6.5766324326387,7.07346937511307,6.32603029124066,6.87904306622302,7.39284720233494,7.79499031246917,7.70197391107698,7.55082535705604
"1416140_a_at",7.10459191860959,7.32741763768383,7.02681763113459,7.23222544826412,8.19719790942161,8.38617407632362,8.08419322209777,8.09518783084683,7.65761153007591,7.06738137410028,7.18234565783909,7.26169705143377,8.26002726999268,7.99006843409125,8.28272294410678,8.21318101196004,7.03527527251486,7.35837374686285,7.41764909928624,7.0580883184638,7.99096091913292,8.45687904781783,8.56549501660079,8.03731457387108
